"HUC8","AreaSqKm"
4030103,798.02865142
4030104,2488.64488502
4030105,3158.42854304
4030106,2724.73141471
4030107,1875.35738396
4030108,5938.5444727
4030109,2639.85985578
4030110,2402.47548527
4030111,1663.60629655
4030112,1503.36870192
4030201,4196.20532144
4030202,9649.87526324
4030203,1482.02892862
4030204,1671.25605536
4040001,1657.796199
4040002,948.60826516
4040003,2276.46396836
4050001,12206.58833346
4050002,1530.5426863
4050003,5261.58168504
4050004,4558.60972816
4050005,2449.57245172
4050006,5284.8349426
4050007,2198.94636506
4060101,5230.21852004
4060102,7062.06808901
4060103,5049.98782266
4060104,1890.69703886
4060105,4320.27200053
4060106,3810.144133
4060107,1431.19652651
4060200,58205.3574466
4070001,1856.16483822
4070002,1682.31237852
4070003,2060.69456944
4070004,2315.58544793
4070005,1554.00883104
4070006,3238.12640592
4070007,5305.64684241
4080101,2639.66077081
4080102,1250.85287432
4080103,2310.56954333
4080104,1332.16153706
4080201,3748.8656827
4080202,2656.26177936
4080203,3278.14097363
4080204,3445.93516114
4080205,2351.36660427
4080206,650.62827725
4080300,65096.45548636
4090001,3274.63498203
4090002,5796.92181236
4090003,2064.46878427
4090004,2149.62703697
4090005,2378.29762761
4100001,1812.3080801
4100002,2753.30015655
4100003,2832.26376762
4100004,2054.80125872
4100005,1003.29348434
4100006,2013.95630074
4100007,4316.04498662
4100008,1999.35522986
4100009,2791.60867714
4100010,2478.68337249
4100011,4714.5773409
4100012,1976.69443867
4110001,2317.0870881
4110002,2101.56452659
4110003,1625.72621619
4110004,1827.42525155
4120101,2210.23840443
4120102,1449.46641871
4120103,1850.01999153
4120104,3527.5513651
4120200,26237.49764821
4130001,2775.41640145
4130002,3694.48775922
4130003,2763.57817116
4140101,1748.23826837
4140102,2540.23393947
4140201,8958.54207572
4140202,3810.94020258
4140203,376.61718331
4150101,4938.55706178
4150102,778.73067433
4150200,18844.24108864
4150302,2719.80152822
4150303,1456.89388116
4150304,1639.37893914
4150305,3262.44903248
4150306,2212.67331418
4150307,1068.26177478
4150308,2992.07426902
4150309,3494.49058686
4150310,3354.3410825
4150401,1780.67505604
4150402,2442.77372692
4150403,2753.75063676
4150404,1333.54558836
4150405,1868.16007552
4150406,1588.24686304
4150407,2215.7165529
4150408,7257.14500708
4150409,2553.79933102
4150500,7993.45094978
4150600,6707.64212198
5010001,6716.33882412
5010002,2333.58539726
5010003,4361.82306694
5010004,3203.78979678
5010005,3233.89438832
5010006,4361.01369494
5010007,3555.04105734
5010008,1334.48041302
5010009,1281.09018904
5020001,3562.32135848
5020002,2280.15875154
5020003,1200.85714268
5020004,3683.44387828
5020005,3816.41560416
5020006,4563.02889928
5030101,5145.0766325
5030102,2762.96533698
5030103,2951.95369898
5030104,291.34154512
5030105,2171.16467116
5030106,3913.98944562
5030201,4700.51287406
5030202,3669.66027312
5030203,5981.42904812
5030204,3098.19103194
5040001,6720.00932614
5040002,2602.95249258
5040003,3239.82303822
5040004,4056.00185674
5040005,2210.09951122
5040006,2020.10348108
5050001,7299.0934086
5050002,4231.10280515
5050003,4260.28330268
5050004,1790.94598672
5050005,3679.87454776
5050006,1344.22120504
5050007,3970.8802035
5050008,2393.86742382
5050009,2311.1819803
5060001,8276.9415865
5060002,5633.28577604
5060003,2956.16648024
5070101,2433.99204072
5070102,1916.94497282
5070201,3777.76674137
5070202,3019.63640839
5070203,2884.02310702
5070204,1062.96443504
5080001,6506.55769544
5080002,3576.52179022
5080003,3816.90527422
5090101,3778.77980616
5090102,1145.61345682
5090103,2609.98593526
5090104,1875.74389116
5090201,5438.6560912
5090202,4552.80248406
5090203,3653.02363166
5100101,7196.23571722
5100102,2401.43909888
5100201,3428.79521278
5100202,1448.13647612
5100203,1937.23592886
5100204,2832.73320338
5100205,8393.67731006
5110001,8133.6827425
5110002,5866.29183426
5110003,2661.42961958
5110004,2799.56109196
5110005,2390.65421698
5110006,2064.71606572
5120101,4229.95613384
5120102,1450.68195106
5120103,2114.90522344
5120104,2112.83323112
5120105,1732.73999934
5120106,5049.36434664
5120107,2084.3554773
5120108,5891.39450684
5120109,3708.34420786
5120110,2101.18636804
5120111,5252.85260802
5120112,6308.67838202
5120113,3396.56601974
5120114,5547.68659332
5120115,2750.71549176
5120201,7047.61883058
5120202,4333.75809284
5120203,3128.53034136
5120204,3018.5731083
5120205,1548.91947756
5120206,2102.68370624
5120207,2953.64528646
5120208,5254.06666602
5120209,2231.68950932
5130101,6038.23077508
5130102,1977.47385784
5130103,4874.74233764
5130104,3580.98952366
5130105,2452.59140928
5130106,2063.92288116
5130107,2039.05897332
5130108,4653.78378164
5130201,2552.89688124
5130202,1676.8771439
5130203,2423.43378298
5130204,2245.6228483
5130205,6044.43461146
5130206,3765.04071646
5140101,3267.28907704
5140102,3805.20984882
5140103,3754.13847562
5140104,4916.21860578
5140201,3613.59102782
5140202,2686.56062018
5140203,2706.7827796
5140204,3049.28472884
5140205,2442.00482352
5140206,2393.06614554
6010101,1851.68024825
6010102,2666.58999337
6010103,2248.97769524
6010104,2589.91350966
6010105,4867.63605148
6010106,1785.56366292
6010107,2062.99210336
6010108,4553.8708551
6010201,3505.82719288
6010202,2168.59491506
6010203,1900.59565842
6010204,2732.5005749
6010205,4913.52808002
6010206,2351.87763495
6010207,1640.9410271
6010208,2250.32934648
6020001,4833.61814632
6020002,5326.3557262
6020003,1657.4724502
6020004,1558.05324058
6030001,5174.27877426
6030002,7493.00005474
6030003,3324.30933444
6030004,2496.86810454
6030005,5911.27673002
6030006,2444.21440908
6040001,5403.33105026
6040002,3058.9000682
6040003,4005.67915264
6040004,1975.17524136
6040005,4700.75973252
6040006,1807.41266006
7010101,4973.03652018
7010102,3472.0237713
7010103,5397.8092856
7010104,4355.53019964
7010105,2026.95886192
7010106,5135.17396608
7010107,2315.03054416
7010108,2286.73085218
7010201,2655.144846
7010202,2698.17915524
7010203,2903.0554896
7010204,3823.62710868
7010205,3310.65927566
7010206,2607.41617916
7010207,4102.60954336
7020001,5517.68308672
7020002,2267.14000292
7020003,2842.36068332
7020004,5393.86544472
7020005,5382.83370436
7020006,1811.05888092
7020007,3487.84294704
7020008,3402.46634162
7020009,4054.35478472
7020010,2261.98835014
7020011,2877.71405228
7020012,4752.33696322
7030001,5247.29821905
7030002,2637.99516056
7030003,2725.40204239
7030004,2604.2758158
7030005,6774.29795304
7040001,2878.85931366
7040002,3806.16086092
7040003,3604.99954404
7040004,3679.99595356
7040005,1888.86785814
7040006,1799.99881254
7040007,5894.34871464
7040008,4307.34828448
7050001,5003.13065568
7050002,3050.5748679
7050003,1915.03080804
7050004,2212.98087554
7050005,5334.74082012
7050006,2288.97685948
7050007,4897.30358214
7060001,3688.17870448
7060002,2587.84961106
7060003,2898.25186678
7060004,4387.15641054
7060005,3849.6969808
7060006,4843.94168618
7070001,5645.61557269
7070002,7043.0944411
7070003,8415.7691188
7070004,1697.32592748
7070005,6116.2420953
7070006,1988.31944264
7080101,2568.45705794
7080102,4060.36841868
7080103,2541.77610996
7080104,6257.26707258
7080105,4774.63111496
7080106,2259.55618728
7080107,4231.04473918
7080201,4361.1998505
7080202,2797.15725712
7080203,1782.75109522
7080204,2230.2447803
7080205,6259.45237698
7080206,2845.90573268
7080207,3770.89652288
7080208,4292.27373098
7080209,4366.04798878
7090001,4820.02879044
7090002,4743.17487218
7090003,4869.45713848
7090004,1969.77673012
7090005,5616.65318144
7090006,3250.033266
7090007,2923.58116352
7100001,3231.74955252
7100002,2786.4856873
7100003,3383.21947546
7100004,4468.79776418
7100005,2352.81202912
7100006,6399.40898322
7100007,2944.42653938
7100008,6326.15677036
7100009,5546.84079958
7110001,4470.9102251
7110002,2371.90106774
7110003,1605.24367504
7110004,5146.63872046
7110005,2314.49635864
7110006,3143.53609824
7110007,2056.46856504
7110008,3268.07012102
7110009,1732.47695344
7120001,7844.56697038
7120002,5534.29148672
7120003,1698.03008112
7120004,3769.6298557
7120005,2606.42874532
7120006,3999.20417664
7120007,2857.00626966
7130001,5075.82271732
7130002,3452.78499886
7130003,4202.69243802
7130004,2976.09321888
7130005,4831.12932742
7130006,3732.09927606
7130007,3029.5400989
7130008,2311.06462136
7130009,4836.24860532
7130010,3494.57287522
7130011,5886.58683716
7130012,2524.16417524
7140101,4262.63048148
7140102,5568.26487642
7140103,2185.07777584
7140104,2512.7560769
7140105,4472.84867104
7140106,6178.40995862
7140107,3088.10625682
7140108,946.28941438
7140201,4062.57800424
7140202,4449.7856159
7140203,2373.71001416
7140204,4160.62937518
8010100,2842.10573114
8010201,2513.51283972
8010202,3406.86123158
8010203,2998.50472956
8010204,2471.36479282
8010205,2748.11740764
8010206,184.3951759
8010207,2967.9064211
8010208,3791.1389166
8010209,1921.40056568
8010210,2111.19425282
8010211,723.14555398
8020100,1539.37293482
8020201,1782.76728266
8020202,3361.79944548
8020203,9269.66467252
8020204,6747.62105192
8020205,2474.42421898
8020301,2942.07531372
8020302,5199.04960432
8020303,3524.40228028
8020304,2453.29556292
8020401,1713.71166362
8020402,2595.68433202
8030100,1556.5842304
8030201,4269.42920628
8030202,2736.1427489
8030203,1926.41867208
8030204,4827.58832492
8030205,5917.97833018
8030206,4335.62774216
8030207,8169.90618636
8030208,518.94099838
8030209,2132.20554994
8040101,4009.92835564
8040102,4540.59310744
8040103,5437.6241419
8040201,4672.29007242
8040202,3401.43034546
8040203,4442.83715728
8040204,3934.58796302
8040205,4309.57001062
8040206,4974.28295306
8040207,1906.72665132
8040301,2350.14919524
8040302,2479.2885447
8040303,2420.01013942
8040304,2597.16548278
8040305,188.62819146
8040306,1441.491532
8050001,7481.32081678
8050002,2637.44792722
8050003,3601.12669902
8060100,1792.98560416
8060201,3831.769391
8060202,4934.28378882
8060203,2772.24883382
8060204,950.09750964
8060205,3091.98719556
8060206,960.10944128
8070100,601.87330036
8070201,1799.64268886
8070202,4878.80538508
8070203,1880.2520932
8070204,1846.35154698
8070205,2008.35949336
8070300,2058.60530712
8080101,5158.74692558
8080102,5727.4804894
8080103,5208.3290543
8080201,3606.55353828
8080202,6691.36565106
8080203,3912.08337456
8080204,2282.11338492
8080205,1946.64487836
8080206,3288.75362248
8090100,2220.70228442
8090201,1798.31127192
8090202,1657.58576228
8090203,8993.5797896
8090301,7016.30827476
8090302,8080.47867408
9010002,2677.10205782
9010003,12926.75304535
9010004,4643.2110585
9010005,4079.37740782
9010006,4684.05789652
9010007,8204.61122393
9010008,6845.80211576
9020101,2876.75545174
9020102,2229.18045612
9020103,4945.25482628
9020104,1697.20399862
9020105,5793.12131992
9020106,2930.2503888
9020107,2839.41750243
9020108,4237.2445287
9020109,3276.76217259
9020201,9945.36803971
9020202,4877.2417884
9020203,5229.05586855
9020204,4462.67896408
9020205,4088.95886201
9020301,3051.19114089
9020302,5024.88893736
9020303,3470.12984082
9020304,2715.48757546
9020305,3518.52623956
9020306,1646.10482046
9020307,1769.74239692
9020308,2425.10515626
9020309,2017.764396
9020310,2472.18811861
9020311,6350.00391053
9020312,2843.72042828
9020314,2791.81135506
9020315,3588.25844468
9020316,6559.64672343
9030001,16545.25732217
9030002,2678.21551276
9030003,19184.37859476
9030005,4853.14782576
9030006,5322.07414832
9030007,2443.62356752
9030008,3972.64868132
9030009,14839.82752624
9040001,3837.77493124
9040002,4937.54555798
10020001,5995.37452768
10020002,3890.10083104
10020003,2500.87449594
10020004,7223.75031836
10020005,3364.06973394
10020006,1963.67001838
10020007,6619.16966866
10020008,4782.38894558
10030101,8667.99371516
10030102,6730.3126317
10030103,5191.22297708
10030104,4857.21538698
10030105,2066.64641794
10030201,3332.14810226
10030202,3108.1098858
10030203,9557.8537137
10030204,2570.51286282
10030205,5302.82728216
10040101,5004.71534026
10040102,3291.81304864
10040103,7154.29406018
10040104,13585.33330116
10040105,4007.82398844
10040106,3163.92417892
10040201,10389.08280456
10040202,4978.47145316
10040203,1758.59538788
10040204,3033.11752314
10040205,4370.88398648
10050001,2499.09387754
10050002,5850.35125272
10050003,1212.63755214
10050004,9091.88611272
10050005,2089.45047404
10050006,2562.94928148
10050007,2825.63096408
10050008,4450.42906664
10050009,1838.47635742
10050010,2448.50812754
10050011,4681.47644462
10050012,3946.8620894
10050013,6195.7021914
10050014,4733.70521978
10050015,3543.37800682
10050016,1878.96519172
10060001,5187.92883304
10060002,5471.78368716
10060003,6007.21159318
10060004,2653.77700732
10060005,3255.74338546
10060006,8897.84322258
10060007,2641.51972791
10070001,6714.65533036
10070002,7672.59160782
10070003,2210.73082138
10070004,4066.3860995
10070005,2761.22923404
10070006,7232.03019392
10070007,5196.80764388
10070008,1558.850472
10080001,6602.25784072
10080002,2888.851011
10080003,2080.74972504
10080004,1904.63847156
10080005,4418.04609292
10080006,2217.22198482
10080007,8994.25561522
10080008,5212.6187259
10080009,2977.53390104
10080010,4666.36142252
10080011,1128.9120656
10080012,2211.3257098
10080013,1685.08822284
10080014,3845.4073092
10080015,5077.1096188
10080016,3360.1685609
10090101,6562.27486392
10090102,7435.8422041
10090201,2541.8125317
10090202,6494.87441062
10090203,3151.13610132
10090204,2089.2117093
10090205,2473.80909626
10090206,2988.92581194
10090207,2756.81410978
10090208,5248.9595287
10090209,4858.8422247
10090210,2079.8229941
10100001,12431.346891
10100002,2257.75533458
10100003,3385.18624942
10100004,13783.23689574
10100005,4089.53818556
10110101,17582.06590786
10110102,2411.23317575
10110201,8993.64858622
10110202,3090.88644964
10110203,5628.11388896
10110204,2257.8241312
10110205,4672.0391671
10120101,2692.35167684
10120102,1280.9121272
10120103,3721.34676904
10120104,2815.53404838
10120105,2597.61063738
10120106,3632.48581716
10120107,4311.58939376
10120108,2507.38184682
10120109,5499.8648487
10120110,1852.30447804
10120111,4088.63978264
10120112,4197.75526882
10120113,4797.0466725
10120201,7607.42502124
10120202,8408.161022
10120203,2721.40003792
10130101,6544.43498338
10130102,9418.00637268
10130103,9410.95354337
10130104,2682.34783892
10130105,9927.48985924
10130106,4213.65538176
10130201,6482.93212676
10130202,4440.3564321
10130203,4229.68499422
10130204,4234.43600786
10130205,4626.09111866
10130206,2317.2118017
10130301,3226.95807028
10130302,4518.57818904
10130303,6207.49474144
10130304,2624.56272498
10130305,4061.28300904
10130306,6884.44538852
10140101,11052.73142282
10140102,8225.89854132
10140103,2170.30673684
10140104,1794.64481676
10140105,3019.33796484
10140201,9801.60013836
10140202,6301.75420456
10140203,4209.70969326
10140204,5455.13490512
10150001,2137.0051259
10150002,3838.37791338
10150003,10753.0735804
10150004,9809.13134482
10150005,2231.77854024
10150006,4464.23695296
10150007,3863.83670964
10160001,4396.45864018
10160002,2772.45522368
10160003,11583.23148062
10160004,4010.38969768
10160005,2170.90567212
10160006,9603.80176214
10160007,2480.40952492
10160008,4409.2360787
10160009,3887.12234208
10160011,9428.56463042
10170101,8363.41489098
10170102,5487.52597256
10170103,1237.92638028
10170201,4229.56358842
10170202,5474.07016306
10170203,8856.39528246
10170204,4350.49995266
10180001,3687.47455084
10180002,7665.24485042
10180003,2669.29671542
10180004,3733.38213068
10180005,2650.46667584
10180006,7513.69164992
10180007,8996.25476406
10180008,5510.2248103
10180009,13351.32362166
10180010,5885.06926466
10180011,6046.40543228
10180012,4413.15343918
10180013,2663.5016119
10180014,5684.69708548
10190001,4152.10264116
10190002,4786.96594424
10190003,7434.81430166
10190004,1476.14074732
10190005,2536.82680018
10190006,2154.33378042
10190007,4892.62945884
10190008,1495.89751784
10190009,3597.50071246
10190010,1855.080624
10190011,3581.30113188
10190012,7723.0073897
10190013,2864.26228964
10190014,1873.37647806
10190015,3062.41678954
10190016,3455.3507081
10190017,1947.09407982
10190018,3657.79083274
10200101,8650.74195098
10200102,1891.4821297
10200103,2854.3717638
10200201,2222.7783236
10200202,1359.61950734
10200203,4266.33335838
10210001,5414.45182154
10210002,4695.68901694
10210003,4628.05789262
10210004,4094.22040258
10210005,1918.5353888
10210006,6084.80608682
10210007,2532.69495612
10210008,2567.45748352
10210009,3972.11854266
10210010,3185.48180214
10220001,7492.10165182
10220002,2197.7484945
10220003,5714.95950456
10220004,2727.47437478
10230001,4166.61872798
10230002,2372.2288634
10230003,7334.55334516
10230004,2502.45277134
10230005,1916.34603754
10230006,2884.7434481
10230007,3081.89837358
10240001,2170.30673684
10240002,4277.3691456
10240003,2975.1300662
10240004,453.31711662
10240005,4405.23373416
10240006,2311.97516486
10240007,1841.58029904
10240008,3132.90095016
10240009,2059.05855544
10240010,2588.12075068
10240011,2699.57532194
10240012,4310.42389808
10240013,2011.42296638
10250001,4783.86604948
10250002,7638.92173262
10250003,6989.97535674
10250004,5581.05700088
10250005,4267.51099464
10250006,3745.74124112
10250007,2055.29092878
10250008,2402.0339873
10250009,3493.88086216
10250010,2747.88268976
10250011,1691.57533942
10250012,1947.23167306
10250013,1666.86521226
10250014,1896.4800018
10250015,2870.90723376
10250016,5623.40334392
10250017,5123.48258754
10260001,2728.10163808
10260002,1890.66871084
10260003,3827.39473534
10260004,3670.3603799
10260005,1679.5480715
10260006,4086.76608646
10260007,2230.14765566
10260008,5172.53862446
10260009,4972.97177042
10260010,3522.37885028
10260011,3632.42916112
10260012,3477.37776708
10260013,2995.02442996
10260014,2752.58109422
10260015,4909.90955104
10270101,1389.86169212
10270102,5649.2749199
10270103,2996.44487782
10270104,4287.63602942
10270201,2868.75025738
10270202,3273.03561824
10270203,3470.63974518
10270204,1887.13580206
10270205,4420.88698864
10270206,5820.50566022
10270207,3469.36903114
10280101,8613.99241532
10280102,5700.81572886
10280103,6114.34411796
10280201,3502.19715946
10280202,2640.79468044
10280203,1809.553449
10290101,5636.81463796
10290102,4082.30644674
10290103,1504.38783012
10290104,2955.59991984
10290105,3117.15057104
10290106,5103.91197258
10290107,2190.6057866
10290108,5302.11908166
10290109,3591.39804758
10290110,2665.98638394
10290111,2791.34596616
10290201,4629.9922917
10290202,1955.83529742
10290203,2675.73526968
10300101,6990.63499492
10300102,8807.95436826
10300103,2879.32874942
10300104,3999.84762738
10300200,4119.45662154
11010001,6616.38947584
11010002,3772.59620408
11010003,6750.76141528
11010004,3822.23094198
11010005,3470.63569832
11010006,4743.33269972
11010007,4984.51341514
11010008,6782.4361885
11010009,2120.38871874
11010010,3146.87071088
11010011,3114.69412702
11010012,1969.99930742
11010013,1916.97330084
11010014,4665.96483024
11020001,7933.0394237
11020002,5965.38324822
11020003,2402.81503128
11020004,1872.9677452
11020005,5729.86004308
11020006,4813.68331396
11020007,2786.16598536
11020008,3687.91161172
11020009,9990.52779746
11020010,8928.03279818
11020011,4793.63112266
11020012,3533.21634136
11020013,2088.31330638
11030001,5958.3740867
11030002,3777.1570153
11030003,2638.4313142
11030004,4849.79344574
11030005,4628.13478296
11030006,2351.47656532
11030007,2402.2767989
11030008,2093.86964516
11030009,3224.10098712
11030010,1653.51057426
11030011,2478.0744867
11030012,3682.79233382
11030013,2349.82139958
11030014,2752.94126476
11030015,2097.93673946
11030016,1058.50884218
11030017,2513.0191228
11030018,2658.45517748
11040001,4344.80197378
11040002,4274.60514022
11040003,2568.16973088
11040004,1973.80335582
11040005,4935.15386372
11040006,4486.9155564
11040007,3741.34635116
11040008,4814.23773378
11050001,6272.19189226
11050002,8381.98997838
11050003,3586.1047547
11060001,2468.0989768
11060002,2793.86715994
11060003,3311.13275828
11060004,6047.59520912
11060005,5236.40616898
11060006,5531.450591
11070101,3102.84087408
11070102,2227.6143213
11070103,3930.23758852
11070104,1816.38859554
11070105,1849.5566601
11070106,5425.12743822
11070107,2945.87936212
11070201,2928.88255012
11070202,2432.91962282
11070203,2494.46022284
11070204,3526.2719296
11070205,3691.19766204
11070206,2355.21991082
11070207,6707.74329348
11070208,2656.06753008
11070209,5764.62257048
11080001,4467.6727371
11080002,2718.13826876
11080003,5320.20045214
11080004,3773.92762102
11080005,2634.45325082
