"HUC8","AreaSqKm"
11080006,5797.73802586
11080007,5506.42480876
11080008,2087.34205998
11090101,4793.32760816
11090102,3886.11062708
11090103,2834.65141502
11090104,2366.69680578
11090105,5237.9318352
11090106,7133.2584819
11090201,5289.90161132
11090202,4747.14484184
11090203,2530.77674448
11090204,5130.96927854
11100101,7075.63524236
11100102,3511.16500122
11100103,5081.71089862
11100104,5016.94495118
11100201,4612.13754538
11100202,2156.4300539
11100203,2823.07334856
11100301,4813.2341125
11100302,4842.76404992
11100303,6569.5511182
11110101,3424.7564465
11110102,2063.39678936
11110103,4283.36659212
11110104,4564.79333024
11110105,4934.32425742
11110201,3330.73170126
11110202,4830.51825156
11110203,2951.40332602
11110204,2846.54918342
11110205,1961.26213668
11110206,2887.04611144
11110207,2918.4537919
11120101,4964.18603736
11120102,2588.45664006
11120103,5576.58522058
11120104,3304.37045522
11120105,3729.32717696
11120201,1917.89598492
11120202,3230.76616554
11120301,3052.38057674
11120302,4285.32931922
11120303,3585.28324212
11120304,2404.6037434
11130101,3402.1749677
11130102,1994.5758882
11130103,3866.73830826
11130104,3547.87811514
11130105,2078.2851873
11130201,6010.9427981
11130202,2071.09391708
11130203,2848.71830038
11130204,2840.72170502
11130205,1787.04886054
11130206,2646.69500232
11130207,1760.76450484
11130208,2237.67886212
11130209,3841.02051296
11130210,2569.58208502
11130301,3813.89441038
11130302,8310.61550856
11130303,6495.72829808
11130304,1893.63505922
11140101,5128.20932002
11140102,1778.24289318
11140103,3716.87498874
11140104,2597.31926346
11140105,4719.33886678
11140106,3747.66349962
11140107,3638.09476512
11140108,2191.70248566
11140109,5151.89154474
11140201,2287.07483528
11140202,619.03198676
11140203,3870.96727696
11140204,1095.63473582
11140205,1860.4427135
11140206,2901.03610646
11140207,3692.74356256
11140208,1266.61861768
11140209,2346.64056762
11140301,2973.83102414
11140302,4723.85111568
11140303,2066.4885904
11140304,2017.79272402
11140305,2290.88293054
11140306,3097.25620728
11140307,1839.09148014
12010001,3538.36799414
12010002,7220.77992312
12010003,1759.29954152
12010004,6137.49215716
12010005,6843.66113344
12020001,5036.02994294
12020002,4165.04449944
12020003,2873.17752222
12020004,4185.84535984
12020005,5044.43931802
12020006,2899.38498758
12020007,1818.83289898
12030101,5067.48618572
12030102,3921.33449652
12030103,4812.31142842
12030104,1863.26337492
12030105,3547.44105426
12030106,3375.26739556
12030107,2760.01112918
12030108,2374.21991852
12030109,2784.12232106
12030201,5454.53192298
12030202,8437.33078888
12030203,1987.60314842
12040101,2801.31338234
12040102,1960.19376564
12040103,2577.39657168
12040104,3062.37632094
12040201,2574.73778466
12040202,2118.45431966
12040203,924.25426168
12040204,2824.70828
12040205,1599.91800728
12050001,9508.87052026
12050002,4372.02924786
12050003,3137.72480728
12050004,6743.14927162
12050005,3921.2252313
12050006,4188.16016376
12050007,5687.04426428
12060101,6525.48890652
12060102,7243.05788742
12060103,2760.06373836
12060104,1626.43708086
12060105,3329.17770702
12060201,8162.99819634
12060202,6468.8854757
12060203,1091.79831254
12060204,3220.3697822
12070101,6985.79495036
12070102,3422.5104392
12070103,5817.45837464
12070104,4255.83580354
12070201,7823.76206312
12070202,1884.06018846
12070203,3916.76963844
12070204,2598.52522774
12070205,3539.79653572
12080001,4637.32115516
12080002,7570.83331312
12080003,6239.02787456
12080004,8044.37663602
12080005,5125.11751898
12080006,4878.9955875
12080007,1575.88370574
12080008,3571.54010556
12090101,2997.8531851
12090102,3461.42504496
12090103,6972.1732196
12090104,3845.69868312
12090105,3193.15869556
12090106,5213.64662834
12090107,3679.89882892
12090108,2029.52861802
12090109,5947.27354972
12090110,2081.31628544
12090201,3289.35660462
12090202,2380.03525634
12090203,2417.2501809
12090204,6769.78165728
12090205,3213.80172842
12090206,3316.4624729
12090301,5688.19357252
12090302,1828.4320509
12090401,2749.91016662
12090402,2076.93353606
12100101,2356.29637558
12100102,3628.36611368
12100201,3710.76423014
12100202,5538.16028488
12100203,3519.90621882
12100204,2609.79573284
12100301,1312.73663424
12100302,3491.80886984
12100303,3845.70677684
12100304,2211.96916054
12100401,3312.44798778
12100402,2318.05759544
12100403,1015.01723776
12100404,379.26362548
12100405,2198.7602095
12100406,2688.69736226
12100407,2221.6654371
12110101,2115.04281668
12110102,2377.88637368
12110103,4866.10229154
12110104,4036.33007028
12110105,8646.22970208
12110106,6063.07849548
12110107,2867.56048054
12110108,3162.48349676
12110109,2211.72634894
12110110,3614.12116648
12110111,3363.50317354
12110201,450.25769046
12110202,1128.06627186
12110203,600.6349612
12110204,3296.82306132
12110205,5516.74834862
12110206,2437.87297946
12110207,9238.24080462
12110208,7351.58253204
13010001,3575.42913802
13010002,6572.30702986
13010003,4096.3530978
13010004,3476.57244194
13010005,1985.9156078
13020101,8427.58190314
13020102,8178.95901218
13020201,4847.43412636
13020202,2690.85433864
13020203,8327.97653796
13020204,5468.89422912
13020205,3562.0866406
13020206,3126.71734808
13020207,6727.16822148
13020208,5155.48920328
13020209,3615.262381
13020210,4431.11745072
13020211,5667.50197734
13030101,3212.11823466
13030102,14293.75045236
13030103,3236.2537077
13030201,18286.25892852
13030202,17304.3742856
13040100,8041.32331362
13040201,9522.28460283
13040202,4044.94988208
13040203,7338.59825152
13040204,2850.88741734
13040205,15417.63196128
13040206,3400.68167636
13040207,2262.28781778
13040208,6330.51548576
13040209,2651.57956234
13040210,2289.53937302
13040211,2083.7686826
13040212,7163.41013309
13040301,6844.1508035
13040302,2260.04181048
13040303,1888.62504654
13050001,6279.78380162
13050002,1333.08019946
13050003,17381.61577682
13050004,20515.04686564
13060001,9016.11270608
13060002,2667.79533036
13060003,10897.33199882
13060004,2086.65814064
13060005,4847.6324225
13060006,2258.10336454
13060007,8291.17034626
13060008,4307.40089366
13060009,2446.03954294
13060010,2777.69995424
13060011,11350.35774152
13070001,6454.4381855
13070002,2039.3139255
13070003,2913.16454588
13070004,5073.90045882
13070005,1831.62097658
13070006,3833.05224562
13070007,16414.01559768
13070008,4961.7741088
13070009,2505.2896202
13070010,1997.4086902
13070011,2828.94129556
13070012,2573.5803827
13080001,10630.88258995
13080002,14939.06310146
13080003,7298.66989716
13090001,8164.256151
13090002,5501.32576516
14010001,7512.65970062
14010002,1768.32808618
14010003,2517.76204272
14010004,3766.9791624
14010005,9918.63532956
14020001,1985.70517108
14020002,6246.21914478
14020003,2855.01116768
14020004,2510.46555414
14020005,4311.35872274
14020006,2888.96027622
14030001,3770.78725766
14030002,5593.80460988
14030003,4027.38650968
14030004,2392.45506968
14030005,5891.57661554
14040101,7617.94281038
14040102,3247.39876014
14040103,3919.54173754
14040104,4644.93734568
14040105,5773.52970934
14040106,6478.213488
14040107,7105.92598946
14040108,2500.12582684
14040109,2525.96502794
14040200,9947.30733266
14050001,6785.47685797
14050002,4068.64020052
14050003,7929.59149898
14050004,2607.37975742
14050005,3534.96863174
14050006,2370.97838366
14050007,7060.2935961
14060003,6938.7866246
14060004,3016.06810196
14060005,5039.92302226
14060006,2470.6282643
14060007,4886.03307704
14060008,4836.62901016
14060009,6301.57614272
14060010,4211.45793678
14070001,7406.20704832
14070002,4016.7513616
14070003,5128.19717944
14070004,2183.56020334
14070005,5247.45814364
14070006,7600.205423
14070007,3674.8928631
14080101,8886.79529478
14080102,1752.11636502
14080103,4438.76601612
14080104,3549.55756204
14080105,5038.74133914
14080106,11845.46678136
14080107,2079.53162018
14080201,5166.0798359
14080202,1860.07040238
14080203,3029.00591338
14080204,10612.98342778
14080205,6315.01171792
15010001,3800.40217914
15010002,6608.1379283
15010003,6119.64955142
15010004,7596.06953208
15010005,7502.62348782
15010006,2421.39416554
15010007,3665.21682084
15010008,5654.17971422
15010009,4327.59472506
15010010,5341.07415602
15010011,7446.09290048
15010012,86901.60568146
15010013,6573.16091732
15010014,1796.43757574
15010015,4864.56043788
15020001,2085.1243807
15020002,4197.70265964
15020003,5851.88905952
15020004,6909.04625046
15020005,2455.2704306
15020006,4951.0499298
15020007,2888.57177766
15020008,6534.89785602
15020009,2105.71075752
15020010,2121.99532216
15020011,4340.20474082
15020012,1894.31897856
15020013,2992.44253328
15020014,2430.77074016
15020015,3104.15610358
15020016,6197.28856052
15020017,2119.93142356
15020018,6863.93590204
15030101,7210.2297591
15030102,2660.83473116
15030103,3453.44059018
15030104,8923.63386136
15030105,4188.8036145
15030106,1852.20330654
15030107,3993.16543357
15030108,7550.4081068
15030201,5578.8797902
15030202,1847.36326198
15030203,3710.9301514
15030204,2785.16641094
15040001,5133.16672352
15040002,5305.24325758
15040003,5863.63304724
15040004,7257.42019356
15040005,7168.28810206
15040006,5828.22302224
15040007,2784.72125634
15050100,8507.38271315
15050201,4283.33421724
15050202,6420.09250961
15050203,5129.597393
15050301,6796.35260424
15050302,2383.10277622
15050303,4355.21859142
15050304,3646.33821894
15050305,1897.66977864
15050306,3129.02001142
15060101,3239.87160054
15060102,1652.16701674
15060103,5574.83697706
15060104,1837.5779545
15060105,2713.67862904
15060106,2696.78176627
15060201,5577.26509306
15060202,6492.8226526
15060203,5090.12432056
15070101,5205.44768998
15070102,7164.2371952
15070103,3771.96489392
15070104,5003.6388755
15070201,10865.0299623
15070202,2784.08589932
15070203,4264.22089746
15080101,7489.42483106
15080102,12383.43907774
15080103,5701.20437127
15080200,25741.56655562
15080301,6892.85133421
15080302,3575.78598886
15080303,473.38982903
16010101,5202.79294982
16010102,2123.43600432
16010201,3282.35958368
16010202,3323.4635407
16010203,2290.06546482
16010204,3241.36084502
16020101,3014.31176472
16020102,3421.82651986
16020201,3482.9705276
16020202,2494.5452069
16020203,1776.88719508
16020204,2107.74228124
16020301,8076.50870442
16020302,1896.7835163
16020303,2461.81825008
16020304,3128.4655916
16020305,2106.62534788
16020306,14188.81320494
16020307,3972.72557166
16020308,11810.38455202
16020309,5852.70247838
16020310,4527.02803272
16030001,3116.37357392
16030002,3216.85710772
16030003,4796.81600148
16030004,2229.79153198
16030005,10621.17427242
16030006,8531.43242446
16030007,4472.49659422
16030008,2078.89626316
16030009,3613.85407372
16040101,7130.06955622
16040102,2585.12202742
16040103,3381.03821792
16040104,2603.29647568
16040105,8280.8063378
16040106,2347.49040822
16040107,6157.00206922
16040108,6716.2902618
16040109,4610.03722504
16040201,9125.20795796
16040202,8479.71760052
16040203,6378.72952862
16040204,3359.14875218
16040205,2998.02315322
16050101,1313.003727
16050102,3153.920341
16050103,3588.88090066
16050104,4304.3819361
16050201,2483.4972791
16050202,2149.39256436
16050203,5631.9543591
16050301,3110.1940187
16050302,2698.47052916
16050303,2315.48379248
16050304,2092.80532098
16060001,10464.86835178
16060002,5387.9287011
16060003,5307.48117116
16060004,4940.34193824
16060005,8084.9383138
16060006,3740.76765018
16060007,10656.17556456
16060008,13771.869266
16060009,5619.267453
16060010,7143.46870968
16060011,8391.2451472
16060012,12218.80985066
16060013,7136.79139068
16060014,13287.07162544
16060015,7413.35380308
17010101,9537.1893395
17010102,2182.97099328
17010103,2050.59400895
17010104,9700.09010882
17010105,2031.67428002
17010106,4414.7587376
17010201,4856.23498837
17010202,4712.85865031
17010203,5990.07522305
17010204,5140.05376006
17010205,7401.70007265
17010206,4058.04946635
17010207,2939.4288418
17010208,3084.45619784
17010209,4340.51554648
17010210,2018.3767231
17010211,1888.09538229
17010212,5202.8060309
17010213,6051.76677189
17010214,3141.11022505
17010215,2541.20054426
17010216,4232.21010634
17010301,2322.02724357
17010302,774.40711231
17010303,1707.21044103
17010304,4780.71805188
17010305,1523.23962495
17010306,1793.5185822
17010307,2313.17960149
17010308,1836.9251179
17020001,10518.67601435
17020002,10837.00185431
17020003,2635.28068502
17020004,2541.31677994
17020005,3467.05353803
17020006,12120.90684414
17020007,9270.21849049
17020008,4710.86128787
17020009,2415.13923004
17020010,3878.94800138
17020011,3440.90691729
17020012,2410.05217603
17020013,4810.43594435
17020014,1595.56869263
17020015,6425.23942783
17020016,5415.6986556
17030001,5539.83128916
17030002,2860.94847315
17030003,7525.94501668
17040101,4431.0565356
17040102,1617.35297186
17040103,4096.90378198
17040104,2358.04762568
17040105,2308.82630818
17040201,1458.27685545
17040202,2838.31109991
17040203,2915.38439174
17040204,2885.91477987
17040205,1794.42809312
17040206,5592.97150574
17040207,3290.29212137
17040208,4343.99596665
17040209,8702.38079164
17040210,3819.76378075
17040211,2795.90063285
17040212,6602.15752792
17040213,5680.82487617
17040214,3288.95128815
17040215,3006.29040393
17040216,1573.56461276
17040217,2495.86900855
17040218,6354.81061993
17040219,3713.97569877
17040220,1779.72603823
17040221,3163.819764
17050101,5392.2506428
17050102,8749.31551928
17050103,6065.23801963
17050104,5551.6646168
17050105,4856.40728189
17050106,2395.71890809
17050107,3872.35837855
17050108,3385.4248548
17050109,3443.01437988
17050110,5116.40691669
17050111,1967.90935636
17050112,1608.31639592
17050113,3383.56663617
17050114,3440.77109516
17050115,751.54805956
17050116,6289.22394796
17050117,2456.61707018
17050118,1517.63909443
17050119,1967.57046737
17050120,2124.1076162
17050121,877.76291782
17050122,3171.14910402
17050123,2402.45050708
17050124,4363.64782569
17050201,3374.62672492
17050202,2847.52325109
17050203,4423.36532183
17060101,1402.24379683
17060102,2203.08555281
17060103,1803.40124682
17060104,4238.11961476
17060105,2471.32791602
17060106,3932.49509232
17060107,3778.69959472
17060108,6018.31333993
17060109,2473.80471582
17060110,1876.93553913
17060201,6279.47489829
17060202,2150.78098981
17060203,4718.5397126
17060204,3267.11550462
17060205,3889.58498346
17060206,3562.58682955
17060207,4435.66404704
17060208,3393.68866633
17060209,3056.81921215
17060210,1493.86667536
17060301,2548.95484249
17060302,2659.13343836
17060303,3060.20541935
17060304,565.55447715
17060305,3052.40189811
17060306,6102.00968469
17060307,3358.1153889
17060308,2971.72982273
17070101,6644.49403413
17070102,4600.96165733
17070103,6541.56587181
17070104,2246.61072527
17070105,5589.26723483
17070106,3501.55288063
17070201,5540.1953812
17070202,4787.39549967
17070203,2051.83685819
17070204,8155.45403492
17070301,5579.64758924
17070302,2727.06599647
17070303,3963.5411035
17070304,2993.9222863
17070305,4786.98777025
17070306,5946.0185924
17070307,1792.70513732
17080001,2264.86451429
17080002,2720.92828607
17080003,2892.99582584
17080004,2655.30355646
17080005,3758.7851799
17080006,1754.06074929
17090001,3540.44074995
17090002,1726.15496501
17090003,4850.15926439
17090004,3468.19874232
17090005,1979.34060006
17090006,2696.17529754
17090007,1841.48118797
17090008,1998.62721347
17090009,2267.49705987
17090010,1835.94908211
17090011,2441.64390847
17090012,1052.93432967
17100101,3907.25504049
17100102,3530.94431989
17100103,3362.41013778
17100104,2118.54968991
17100105,1520.7271189
17100106,3284.84394335
17100201,818.87317274
17100202,2213.5723492
17100203,2951.21323471
17100204,2270.43935124
17100205,2173.0457846
17100206,2007.91995664
17100207,533.79285651
17100301,3558.43925391
17100302,4665.5618636
17100303,3921.41559909
17100304,2331.89045492
17100305,2737.3953032
17100306,1949.88400182
17100307,4183.13139606
17100308,2284.48168345
17100309,1995.29324446
17100310,2348.67459718
17100311,2563.88921073
17100312,2007.62530833
17110001,1621.88953221
17110002,2866.8278096
17110003,3130.07275019
17110004,2639.26131359
17110005,5207.0216524
17110006,1896.73584387
17110007,1172.42041553
17110008,1818.76147165
17110009,2161.40727484
17110010,1797.24411041
17110011,755.26299697
17110012,1572.02484739
17110013,1257.91242699
17110014,2550.69802292
17110015,1994.03233587
17110016,442.16824727
17110017,634.4673661
17110018,2459.08568724
17110019,6353.55212871
17110020,4233.58107762
17110021,6393.73796037
17120001,3761.90672159
17120002,3414.36764939
17120003,2045.47010279
17120004,4361.22698559
17120005,10708.49060394
17120006,2670.82619103
17120007,4909.01643543
17120008,7713.34128082
17120009,5558.30352792
18010101,2539.809336
18010102,3684.29371888
18010103,1836.48934916
18010104,1951.31090794
18010105,3962.88360814
18010106,1785.08613344
18010107,1935.71026264
18010108,4150.51627204
18010109,1436.0485053
18010110,3845.9738696
18010201,3725.89139282
18010202,4170.89221214
18010203,1875.14495588
18010204,7832.99699764
18010205,1572.39531242
18010206,3686.59233536
18010207,2056.51712736
18010208,2108.68519962
18010209,3966.43675122
18010210,1945.84764694
18010211,5277.62748494
18010212,2414.1745673
18020001,2818.2130697
18020002,6944.24583874
18020003,6831.96570804
18020004,1763.32212036
18020005,1533.355254
18020104,4879.85756868
18020111,757.6126606
18020115,2011.92477702
18020116,3017.47640924
18020121,3137.8340725
18020122,2661.52674422
18020123,3534.67321096
18020125,3483.34688558
18020126,1228.40007184
18020128,2622.71330996
18020129,2200.54487476
18020151,1107.16828682
18020152,2444.01611294
18020153,956.54011076
18020154,1775.76621486
18020155,1097.15230832
18020156,2613.00489282
18020157,2466.27384294
18020158,2122.66305406
18020159,2004.39761742
18020161,1124.0963022
18020162,1694.4607506
18020163,3181.92865906
18030001,2829.45119992
18030002,2541.3471428
18030003,6778.78592078
18030004,1489.68558774
18030005,3168.43642782
18030006,2446.48469754
18030007,3943.92002218
18030009,5506.51383968
18030010,3999.09491142
18030012,9808.25722306
18040001,9130.120846
18040002,2376.4983007
18040003,3192.12674626
18040006,4244.45198636
18040007,1677.97384296
18040008,3287.83498526
18040009,4850.57448972
18040010,3099.99188464
18040011,1369.30364332
18040012,3279.72507782
18040013,2459.96883506
18040014,792.88509236
18040051,1224.48271136
18050001,1689.59642488
18050002,3176.72035024
18050003,1865.61460058
18050004,3452.99948244
18050005,1979.18163276
18050006,1745.66162332
18060002,3368.59817028
18060003,1153.50078696
18060004,2459.92027274
18060005,8622.32490006
18060006,4984.06421368
18060007,2962.0182398
18060008,1771.82052636
18060009,769.22310194
18060010,2322.16515834
18060013,1736.77876562
18060014,2175.13464082
18060015,1961.2095275
18070101,868.28214102
18070102,4210.81043918
18070103,1133.5861889
18070104,1744.0145513
18070105,2152.18894462
18070106,2347.02906618
18070107,2063.76100676
18070201,329.9000272
18070202,1982.0103879
18070203,4387.75939268
18070204,502.85068302
18070301,1596.51459802
18070302,1919.34880766
18070303,2151.61024364
18070304,4022.12963854
18070305,4451.94259228
18080001,2347.61990774
18080002,2180.76786994
18080003,7260.98143036
18090101,2813.84650776
18090102,4968.00222634
18090103,3549.93796688
18090201,4246.60086902
18090202,8826.05597304
18090203,13927.34153348
18090204,4224.04367138
18090205,5230.11734854
18090206,8721.97073384
18090207,4785.16104468
18090208,11961.4052735
18100100,22964.96330046
18100201,3886.32915752
18100202,1692.44946118
18100203,2734.59684838
18100204,12973.59010489
